"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2016년 10월 04일","41,800","41,500","41,800","41,000","3.56M","3.98%"
"2016년 10월 03일","40,200","40,200","40,200","40,200","0.01K","0.00%"
"2016년 09월 30일","40,200","39,750","40,950","39,600","3.25M","0.00%"
"2016년 09월 29일","40,200","40,600","40,750","40,150","3.79M","-2.43%"
"2016년 09월 28일","41,200","41,300","42,000","40,950","4.05M","0.12%"
"2016년 09월 27일","41,150","39,400","41,150","39,150","3.83M","4.18%"
"2016년 09월 26일","39,500","39,350","39,500","38,800","1.51M","0.38%"
"2016년 09월 25일","39,350","39,350","39,350","39,350","0.06K","0.00%"
"2016년 09월 23일","39,350","39,550","39,650","39,050","1.94M","-0.13%"
"2016년 09월 22일","39,400","39,800","39,800","39,150","3.06M","0.64%"
"2016년 09월 21일","39,150","39,000","39,150","38,650","1.73M","-0.25%"
"2016년 09월 20일","39,250","39,200","39,450","38,750","2.59M","0.13%"
"2016년 09월 19일","39,200","38,700","39,450","38,250","5.11M","3.70%"
"2016년 09월 18일","37,800","37,800","37,800","37,800","1.79K","0.00%"
"2016년 09월 13일","37,800","37,600","38,300","37,500","3.82M","2.16%"
"2016년 09월 12일","37,000","37,500","38,300","37,000","4.76M","-5.01%"
"2016년 09월 11일","38,950","38,950","38,950","38,950","0.04K","0.00%"
"2016년 09월 09일","38,950","38,550","39,000","38,350","2.40M","0.65%"
"2016년 09월 08일","38,700","37,900","38,700","37,900","3.62M","2.11%"
"2016년 09월 07일","37,900","38,200","38,800","37,900","3.78M","-0.26%"
"2016년 09월 06일","38,000","37,750","38,000","37,350","2.11M","1.33%"
"2016년 09월 05일","37,500","36,900","37,500","36,850","2.33M","2.32%"
"2016년 09월 02일","36,650","36,100","36,700","35,950","1.83M","1.52%"
"2016년 09월 01일","36,100","36,400","36,400","35,700","1.71M","-0.96%"
"2016년 08월 31일","36,450","36,400","36,450","35,750","2.73M","0.41%"
"2016년 08월 30일","36,300","36,800","36,950","35,550","2.76M","0.14%"
"2016년 08월 29일","36,250","35,350","36,400","35,300","2.78M","0.00%"
"2016년 08월 28일","36,250","36,250","36,250","36,250","1.51K","0.00%"
"2016년 08월 26일","36,250","35,850","36,350","35,750","2.63M","1.54%"
"2016년 08월 25일","35,700","35,100","35,750","34,900","1.57M","-0.14%"
"2016년 08월 24일","35,750","35,900","35,950","35,300","1.60M","0.42%"
"2016년 08월 23일","35,600","36,250","36,300","35,550","2.34M","-1.11%"
"2016년 08월 22일","36,000","35,500","36,050","35,250","3.89M","1.69%"
"2016년 08월 21일","35,400","35,400","35,400","35,400","0.41K","0.00%"
"2016년 08월 19일","35,400","34,400","35,400","34,200","4.65M","3.66%"
"2016년 08월 18일","34,150","33,550","34,250","33,550","1.85M","1.79%"
"2016년 08월 17일","33,550","33,750","33,900","32,900","2.08M","-0.45%"
"2016년 08월 16일","33,700","34,950","34,950","33,700","2.88M","-1.89%"
"2016년 08월 12일","34,350","34,450","35,100","34,200","2.26M","-1.29%"
"2016년 08월 11일","34,800","33,700","34,800","33,450","2.98M","2.96%"
"2016년 08월 10일","33,800","34,900","35,000","33,650","3.11M","-3.57%"
"2016년 08월 09일","35,050","34,850","35,200","34,450","2.08M","0.29%"
"2016년 08월 08일","34,950","35,150","35,250","34,400","2.15M","0.43%"
"2016년 08월 05일","34,800","34,300","34,900","33,950","2.78M","3.42%"
"2016년 08월 04일","33,650","33,950","34,200","33,350","1.47M","0.30%"
"2016년 08월 03일","33,550","33,300","34,400","33,000","2.69M","-0.59%"
"2016년 08월 02일","33,750","34,600","34,700","33,650","2.11M","-3.16%"
"2016년 08월 01일","34,850","34,700","35,300","34,600","3.27M","1.31%"
"2016년 07월 31일","34,400","34,400","34,400","34,400","0.12K","0.00%"
"2016년 07월 29일","34,400","33,550","34,400","33,450","4.55M","2.53%"
"2016년 07월 28일","33,550","33,150","33,550","33,000","3.23M","0.30%"
"2016년 07월 27일","33,450","32,600","33,450","32,550","4.74M","4.37%"
"2016년 07월 26일","32,050","32,400","32,400","31,100","5.02M","-1.38%"
"2016년 07월 25일","32,500","32,300","32,650","32,150","2.14M","1.56%"
"2016년 07월 24일","32,000","32,000","32,000","32,000","0.19K","0.00%"
"2016년 07월 22일","32,000","32,150","32,150","31,200","2.44M","-0.47%"
"2016년 07월 21일","32,150","32,400","32,800","32,100","1.87M","0.16%"
"2016년 07월 20일","32,100","32,300","32,400","31,850","1.77M","-1.08%"
"2016년 07월 19일","32,450","32,900","33,000","31,950","2.34M","-0.92%"
"2016년 07월 18일","32,750","32,900","33,100","32,500","1.51M","0.15%"
"2016년 07월 17일","32,700","32,700","32,700","32,700","0.57K","0.00%"
"2016년 07월 15일","32,700","33,300","33,500","32,650","2.57M","-1.06%"
"2016년 07월 14일","33,050","32,500","33,300","32,450","3.03M","1.23%"
"2016년 07월 13일","32,650","32,700","32,950","32,450","3.69M","2.03%"
"2016년 07월 12일","32,000","32,250","32,300","31,550","2.51M","0.00%"
"2016년 07월 11일","32,000","31,750","32,300","31,650","3.89M","3.06%"
"2016년 07월 10일","31,050","31,050","31,050","31,050","1.24K","0.00%"
"2016년 07월 08일","31,050","30,700","31,250","30,550","1.85M","1.31%"
"2016년 07월 07일","30,650","30,750","31,350","30,600","2.70M","0.16%"
"2016년 07월 06일","30,600","31,100","31,350","30,300","6.29M","-3.92%"
"2016년 07월 05일","31,850","32,650","32,650","31,850","2.57M","-2.75%"
"2016년 07월 04일","32,750","32,250","32,900","32,050","3.17M","1.87%"
"2016년 07월 03일","32,150","32,150","32,150","32,150","1.81K","0.00%"
"2016년 07월 01일","32,150","31,800","32,700","31,600","5.28M","-0.77%"
"2016년 06월 30일","32,400","32,000","32,550","31,700","4.56M","1.89%"
"2016년 06월 29일","31,800","31,800","32,200","31,700","3.80M","2.09%"
"2016년 06월 28일","31,150","31,150","31,600","30,650","5.02M","-2.81%"
"2016년 06월 27일","32,050","31,350","32,050","31,050","6.13M","0.79%"
"2016년 06월 26일","31,800","31,800","31,800","31,800","1.39K","0.00%"
"2016년 06월 24일","31,800","32,800","33,100","30,450","16.73M","0.16%"
"2016년 06월 23일","31,750","30,900","31,800","30,850","7.03M","2.58%"
"2016년 06월 22일","30,950","30,200","30,950","30,000","5.04M","3.86%"
"2016년 06월 21일","29,800","30,050","30,150","29,550","2.37M","-0.83%"
"2016년 06월 20일","30,050","29,800","30,050","29,050","4.49M","3.62%"
"2016년 06월 19일","29,000","29,000","29,000","29,000","0.02K","0.00%"
"2016년 06월 17일","29,000","30,000","30,000","28,750","2.89M","-2.19%"
"2016년 06월 16일","29,650","30,250","30,400","29,350","3.68M","-1.00%"
"2016년 06월 15일","29,950","29,350","30,150","29,300","5.73M","3.10%"
"2016년 06월 14일","29,050","28,150","29,300","28,150","3.47M","2.47%"
"2016년 06월 13일","28,350","28,650","28,700","28,000","2.59M","-2.24%"
"2016년 06월 12일","29,000","29,000","29,000","29,000","0.19K","0.00%"
"2016년 06월 10일","29,000","29,150","29,200","28,700","2.32M","0.00%"
"2016년 06월 09일","29,000","28,700","29,400","28,650","5.33M","1.58%"
"2016년 06월 08일","28,550","29,050","29,300","28,450","3.69M","-0.35%"
"2016년 06월 07일","28,650","27,700","28,750","27,650","4.23M","3.80%"
"2016년 06월 06일","27,600","27,600","27,600","27,600","0.16K","0.00%"
"2016년 06월 03일","27,600","28,150","28,450","27,400","3.63M","-1.60%"
"2016년 06월 02일","28,050","28,600","29,050","28,000","3.44M","-1.58%"
"2016년 06월 01일","28,500","28,850","29,000","28,400","3.61M","-0.70%"
"2016년 05월 31일","28,700","28,650","29,000","28,200","5.32M","-1.03%"
"2016년 05월 30일","29,000","28,850","29,400","28,650","5.48M","1.22%"
"2016년 05월 29일","28,650","28,650","28,650","28,650","0.05K","0.00%"
"2016년 05월 27일","28,650","27,200","28,750","27,150","7.57M","6.11%"
"2016년 05월 26일","27,000","27,150","27,200","26,850","1.93M","-0.18%"
"2016년 05월 25일","27,050","27,450","27,450","26,950","2.24M","0.74%"
"2016년 05월 24일","26,850","27,350","27,350","26,700","2.42M","-1.29%"
"2016년 05월 23일","27,200","26,800","27,450","26,650","4.52M","3.42%"
"2016년 05월 22일","26,300","26,300","26,300","26,300","-","0.00%"
"2016년 05월 20일","26,300","26,600","26,650","26,250","2.24M","-1.13%"
"2016년 05월 19일","26,600","26,750","26,900","26,400","4.35M","1.53%"
"2016년 05월 18일","26,200","25,800","26,400","25,650","2.46M","1.16%"
"2016년 05월 17일","25,900","26,250","26,300","25,900","1.54M","-0.77%"
"2016년 05월 16일","26,100","26,100","26,300","25,900","1.33M","0.00%"
"2016년 05월 15일","26,100","26,100","26,100","26,100","0.20K","0.00%"
"2016년 05월 13일","26,100","26,100","26,250","25,900","1.84M","0.00%"
"2016년 05월 12일","26,100","26,050","26,250","25,850","1.75M","-0.38%"
"2016년 05월 11일","26,200","26,500","26,550","26,100","1.72M","-0.76%"
"2016년 05월 10일","26,400","25,750","26,400","25,750","2.55M","2.52%"
"2016년 05월 09일","25,750","26,150","26,550","25,700","5.17M","-3.38%"
"2016년 05월 08일","26,650","26,650","26,650","26,650","7.12K","0.00%"
"2016년 05월 04일","26,650","27,450","27,500","26,500","4.31M","-3.62%"
"2016년 05월 03일","27,650","27,950","28,100","27,650","1.37M","-0.72%"
"2016년 05월 02일","27,850","27,950","28,300","27,750","1.30M","-1.07%"
"2016년 05월 01일","28,150","28,150","28,150","28,150","0.37K","0.00%"
"2016년 04월 29일","28,150","27,700","28,250","27,500","2.87M","0.90%"
"2016년 04월 28일","27,900","29,100","29,150","27,850","6.60M","-4.29%"
"2016년 04월 27일","29,150","29,300","29,750","29,000","6.20M","0.00%"
"2016년 04월 26일","29,150","27,550","29,200","27,550","7.66M","6.00%"
"2016년 04월 25일","27,500","27,650","27,800","27,350","1.50M","0.00%"
"2016년 04월 24일","27,500","27,500","27,500","27,500","0.44K","0.00%"
"2016년 04월 22일","27,500","27,450","27,800","27,350","1.55M","-0.18%"
"2016년 04월 21일","27,550","27,700","27,950","27,500","2.99M","0.00%"
"2016년 04월 20일","27,550","27,500","28,000","27,500","3.20M","0.36%"
"2016년 04월 19일","27,450","27,500","27,550","27,350","1.73M","0.92%"
"2016년 04월 18일","27,200","28,000","28,150","27,200","3.73M","-1.63%"
"2016년 04월 17일","27,650","27,650","27,650","27,650","15.06K","0.00%"
"2016년 04월 15일","27,650","27,450","27,800","27,350","2.77M","1.47%"
"2016년 04월 14일","27,250","27,600","27,850","27,250","4.74M","0.37%"
"2016년 04월 13일","27,150","27,150","27,150","27,150","0.46K","0.00%"
"2016년 04월 12일","27,150","27,200","27,550","27,100","1.84M","0.00%"
"2016년 04월 11일","27,150","27,600","27,700","27,150","2.41M","-2.34%"
"2016년 04월 10일","27,800","27,800","27,800","27,800","-","0.00%"
"2016년 04월 08일","27,800","26,950","27,800","26,900","3.71M","3.35%"
"2016년 04월 07일","26,900","27,450","27,450","26,750","4.55M","-2.18%"
"2016년 04월 06일","27,500","27,550","27,850","27,450","2.38M","-1.26%"
"2016년 04월 05일","27,850","27,900","28,100","27,600","2.02M","-0.18%"
"2016년 04월 04일","27,900","28,100","28,150","27,800","2.73M","-1.06%"
"2016년 04월 03일","28,200","28,200","28,200","28,200","0.03K","0.00%"
"2016년 04월 01일","28,200","28,450","28,500","28,050","2.89M","0.18%"
"2016년 03월 31일","28,150","28,700","28,850","28,000","4.21M","-1.75%"
"2016년 03월 30일","28,650","29,150","29,500","28,650","3.38M","-0.87%"
"2016년 03월 29일","28,900","28,850","29,150","28,700","2.33M","1.23%"
"2016년 03월 28일","28,550","29,000","29,050","28,150","2.79M","-2.06%"
"2016년 03월 27일","29,150","29,150","29,150","29,150","2.22K","0.00%"
"2016년 03월 25일","29,150","29,450","29,500","28,900","1.97M","-1.02%"
"2016년 03월 24일","29,450","29,850","29,900","29,350","3.58M","-2.64%"
"2016년 03월 23일","30,250","30,100","30,450","29,850","1.86M","0.17%"
"2016년 03월 22일","30,200","29,700","30,200","29,550","2.54M","2.20%"
"2016년 03월 21일","29,550","29,800","29,850","29,300","1.78M","0.34%"
"2016년 03월 20일","29,450","29,450","29,450","29,450","2.48K","0.00%"
"2016년 03월 18일","29,450","29,500","29,900","29,250","2.86M","0.68%"
"2016년 03월 17일","29,250","29,350","29,750","29,100","2.75M","0.17%"
"2016년 03월 16일","29,200","29,900","29,950","29,050","2.88M","-2.34%"
"2016년 03월 15일","29,900","30,350","30,550","29,750","2.07M","-1.48%"
"2016년 03월 14일","30,350","31,100","31,100","30,250","2.04M","-1.14%"
"2016년 03월 13일","30,700","30,700","30,700","30,700","-","0.00%"
"2016년 03월 11일","30,700","29,900","30,850","29,900","2.11M","1.32%"
"2016년 03월 10일","30,300","30,550","30,650","30,150","2.72M","-0.82%"
"2016년 03월 09일","30,550","29,900","30,550","29,650","3.44M","0.16%"
"2016년 03월 08일","30,500","31,200","31,500","30,300","4.60M","-4.39%"
"2016년 03월 07일","31,900","32,150","32,250","31,500","3.45M","0.00%"
"2016년 03월 06일","31,900","31,900","31,900","31,900","0.00K","0.00%"
"2016년 03월 04일","31,900","31,800","32,100","31,550","1.91M","-0.16%"
"2016년 03월 03일","31,950","31,550","32,000","31,100","3.80M","3.23%"
"2016년 03월 02일","30,950","31,050","31,300","30,650","3.54M","3.17%"
"2016년 03월 01일","30,000","30,000","30,000","30,000","0.04K","0.00%"
"2016년 02월 29일","30,000","30,800","30,900","29,600","2.81M","-2.60%"
"2016년 02월 28일","30,800","30,800","30,800","30,800","1.86K","0.00%"
"2016년 02월 26일","30,800","31,000","31,100","30,450","1.27M","0.00%"
"2016년 02월 25일","30,800","31,400","31,500","30,650","2.52M","-0.32%"
"2016년 02월 24일","30,900","31,050","31,250","30,600","3.47M","1.64%"
"2016년 02월 23일","30,400","30,100","30,600","30,000","2.12M","1.67%"
"2016년 02월 22일","29,900","29,400","30,000","29,400","1.36M","1.01%"
"2016년 02월 21일","29,600","29,600","29,600","29,600","0.78K","0.00%"
"2016년 02월 19일","29,600","29,950","30,050","29,250","2.33M","-1.99%"
"2016년 02월 18일","30,200","30,550","30,850","29,800","2.96M","0.50%"
"2016년 02월 17일","30,050","29,250","30,300","29,150","6.10M","3.98%"
"2016년 02월 16일","28,900","27,850","29,000","27,800","3.84M","4.33%"
"2016년 02월 15일","27,700","27,750","28,200","27,500","2.15M","1.28%"
"2016년 02월 14일","27,350","27,350","27,350","27,350","0.46K","0.00%"
"2016년 02월 12일","27,350","26,850","27,750","26,850","2.34M","0.74%"
"2016년 02월 11일","27,150","27,000","27,400","26,950","2.45M","-3.38%"
"2016년 02월 10일","28,100","28,100","28,100","28,100","0.82K","0.00%"
"2016년 02월 05일","28,100","28,100","28,350","27,900","1.48M","0.00%"
"2016년 02월 04일","28,100","27,700","28,150","27,600","2.45M","2.37%"
"2016년 02월 03일","27,450","27,600","27,850","27,200","2.70M","-3.51%"
"2016년 02월 02일","28,450","28,450","28,800","28,150","2.85M","0.18%"
"2016년 02월 01일","28,400","28,100","28,650","27,700","4.76M","4.03%"
"2016년 01월 31일","27,300","27,300","27,300","27,300","0.12K","0.00%"
"2016년 01월 29일","27,300","27,250","27,350","26,950","2.81M","-1.27%"
"2016년 01월 28일","27,650","27,450","27,750","26,850","2.87M","0.00%"
"2016년 01월 27일","27,650","28,100","28,350","27,250","3.20M","-0.72%"
"2016년 01월 26일","27,850","28,000","29,100","27,750","5.34M","-0.54%"
"2016년 01월 25일","28,000","27,550","28,200","27,300","2.97M","3.13%"
"2016년 01월 22일","27,150","27,200","27,600","27,000","2.34M","2.07%"
"2016년 01월 21일","26,600","26,600","27,250","26,600","2.77M","-0.75%"
"2016년 01월 20일","26,800","28,050","28,100","26,750","3.94M","-5.30%"
"2016년 01월 19일","28,300","26,700","28,300","26,700","4.27M","5.99%"
"2016년 01월 18일","26,700","25,900","27,000","25,800","3.63M","-0.37%"
"2016년 01월 17일","26,800","26,800","26,800","26,800","2.53K","0.00%"
"2016년 01월 15일","26,800","27,950","28,300","26,800","5.39M","-3.94%"
"2016년 01월 14일","27,900","27,300","27,900","27,200","3.64M","-0.71%"
"2016년 01월 13일","28,100","28,100","28,450","28,000","3.46M","1.08%"
"2016년 01월 12일","27,800","28,600","28,900","27,700","4.30M","-2.97%"
"2016년 01월 11일","28,650","29,400","29,500","28,600","5.23M","-3.54%"
"2016년 01월 10일","29,700","29,700","29,700","29,700","0.97K","0.00%"
"2016년 01월 08일","29,700","29,800","30,100","29,550","3.22M","-1.66%"
"2016년 01월 07일","30,200","30,400","30,750","30,200","2.22M","-1.79%"
"2016년 01월 06일","30,750","30,600","30,900","30,300","2.26M","0.49%"
"2016년 01월 05일","30,600","30,500","31,200","30,350","2.48M","1.49%"
"2016년 01월 04일","30,150","30,550","30,750","30,150","1.86M","-1.95%"
"2016년 01월 03일","30,750","30,750","30,750","30,750","0.52K","0.00%"
"2015년 12월 30일","30,750","31,100","31,450","30,550","1.79M","-1.44%"
"2015년 12월 29일","31,200","30,900","31,550","30,800","1.96M","0.97%"
"2015년 12월 28일","30,900","31,750","31,850","30,900","2.52M","-2.52%"
"2015년 12월 27일","31,700","31,700","31,700","31,700","0.69K","0.00%"
"2015년 12월 24일","31,700","32,950","33,150","31,700","3.61M","-3.06%"
"2015년 12월 23일","32,700","32,100","33,000","31,900","5.02M","1.55%"
"2015년 12월 22일","32,200","31,000","32,200","30,800","6.76M","5.57%"
"2015년 12월 21일","30,500","30,450","30,800","30,250","1.57M","-0.33%"
"2015년 12월 20일","30,600","30,600","30,600","30,600","0.68K","0.00%"
"2015년 12월 18일","30,600","29,800","30,700","29,800","2.85M","1.16%"
"2015년 12월 17일","30,250","30,250","30,550","29,800","2.21M","-0.49%"
"2015년 12월 16일","30,400","30,050","30,500","29,900","2.59M","3.40%"
"2015년 12월 15일","29,400","29,050","29,600","28,800","1.99M","1.38%"
"2015년 12월 14일","29,000","29,000","29,350","28,550","3.66M","-2.85%"
"2015년 12월 13일","29,850","29,850","29,850","29,850","0.08K","0.00%"
"2015년 12월 11일","29,850","30,200","30,550","29,600","2.69M","-1.49%"
"2015년 12월 10일","30,300","30,200","30,550","30,050","3.10M","0.17%"
"2015년 12월 09일","30,250","30,100","30,550","30,100","1.51M","0.17%"
"2015년 12월 08일","30,200","30,500","30,750","30,050","2.47M","-1.63%"
"2015년 12월 07일","30,700","31,450","31,700","30,700","2.23M","-1.60%"
"2015년 12월 06일","31,200","31,200","31,200","31,200","0.21K","0.00%"
"2015년 12월 04일","31,200","30,700","31,450","30,600","2.10M","0.16%"
"2015년 12월 03일","31,150","31,050","31,350","30,850","1.72M","-0.16%"
"2015년 12월 02일","31,200","31,550","31,900","31,200","2.71M","-0.48%"
"2015년 12월 01일","31,350","31,650","31,650","30,900","3.73M","-0.79%"
"2015년 11월 30일","31,600","32,050","32,650","31,600","3.90M","-1.25%"
"2015년 11월 29일","32,000","32,000","32,000","32,000","23.42K","0.00%"
"2015년 11월 27일","32,000","33,200","33,600","32,000","3.85M","-2.29%"
"2015년 11월 26일","32,750","32,400","34,150","32,250","13.17M","2.66%"
"2015년 11월 25일","31,900","30,400","32,000","30,400","6.92M","5.63%"
"2015년 11월 24일","30,200","30,600","30,850","30,100","3.23M","-1.47%"
"2015년 11월 23일","30,650","31,150","31,250","30,600","2.35M","-1.13%"
"2015년 11월 22일","31,000","31,000","31,000","31,000","1.07K","0.00%"
"2015년 11월 20일","31,000","31,500","31,750","31,000","2.03M","-0.64%"
"2015년 11월 19일","31,200","30,800","31,600","30,700","2.48M","2.13%"
"2015년 11월 18일","30,550","30,600","30,800","30,050","3.11M","-0.16%"
"2015년 11월 17일","30,600","31,050","31,150","30,600","1.91M","0.33%"
"2015년 11월 16일","30,500","30,600","30,950","30,500","1.88M","-2.09%"
"2015년 11월 15일","31,150","31,150","31,150","31,150","0.06K","0.00%"
"2015년 11월 13일","31,150","30,500","31,600","30,500","1.95M","1.47%"
"2015년 11월 12일","30,700","30,950","31,000","30,700","1.52M","-0.97%"
"2015년 11월 11일","31,000","30,700","31,200","30,550","2.81M","-0.48%"
"2015년 11월 10일","31,150","30,850","31,350","30,600","2.70M","-0.32%"
"2015년 11월 09일","31,250","30,900","31,300","30,400","3.55M","0.16%"
"2015년 11월 08일","31,200","31,200","31,200","31,200","2.86K","0.00%"
"2015년 11월 06일","31,200","32,350","32,400","31,050","5.19M","-4.44%"
"2015년 11월 05일","32,650","32,350","32,700","32,200","1.92M","0.15%"
"2015년 11월 04일","32,600","32,500","32,700","32,100","3.27M","2.19%"
"2015년 11월 03일","31,900","32,500","33,000","31,550","4.39M","-0.78%"
"2015년 11월 02일","32,150","30,700","32,250","30,400","4.46M","4.72%"
"2015년 11월 01일","30,700","30,700","30,700","30,700","3.42K","0.00%"
"2015년 10월 30일","30,700","31,150","31,200","30,450","4.62M","-2.38%"
"2015년 10월 29일","31,450","31,700","32,150","31,300","4.16M","0.00%"
"2015년 10월 28일","31,450","32,150","32,450","31,400","4.29M","-2.18%"
"2015년 10월 27일","32,150","32,100","32,650","32,050","3.52M","-2.28%"
"2015년 10월 26일","32,900","32,350","33,100","32,300","3.31M","2.49%"
"2015년 10월 25일","32,100","32,100","32,100","32,100","0.73K","0.00%"
"2015년 10월 23일","32,100","32,400","32,950","32,050","6.31M","0.47%"
"2015년 10월 22일","31,950","33,200","33,450","31,850","10.88M","-5.05%"
"2015년 10월 21일","33,650","35,000","35,000","33,600","9.90M","-5.74%"
"2015년 10월 20일","35,700","36,000","36,150","35,250","2.68M","-0.14%"
"2015년 10월 19일","35,750","36,150","36,200","35,600","1.96M","-0.97%"
"2015년 10월 18일","36,100","36,100","36,100","36,100","0.85K","0.00%"
"2015년 10월 16일","36,100","36,900","37,050","36,000","1.89M","-1.77%"
"2015년 10월 15일","36,750","35,950","36,800","35,850","2.92M","0.96%"
"2015년 10월 14일","36,400","36,300","37,050","35,900","3.71M","1.11%"
"2015년 10월 13일","36,000","36,800","37,150","35,800","2.94M","-2.31%"
"2015년 10월 12일","36,850","37,550","37,550","36,700","2.42M","-1.86%"
"2015년 10월 11일","37,550","37,550","37,550","37,550","0.66K","0.00%"
"2015년 10월 08일","37,550","38,000","38,100","36,600","3.82M","0.67%"
"2015년 10월 07일","37,300","37,050","37,700","36,800","3.86M","0.27%"
"2015년 10월 06일","37,200","36,300","37,200","36,250","5.92M","5.23%"
"2015년 10월 05일","35,350","35,250","35,950","35,100","4.29M","2.32%"
"2015년 10월 04일","34,550","34,550","34,550","34,550","0.08K","0.00%"
"2015년 10월 02일","34,550","34,200","34,750","33,800","3.04M","2.52%"
"2015년 10월 01일","33,700","33,750","33,950","33,500","3.62M","0.45%"
"2015년 09월 30일","33,550","33,700","33,800","33,350","4.13M","-2.33%"
"2015년 09월 29일","34,350","34,350","34,350","34,350","0.08K","0.00%"
"2015년 09월 25일","34,350","33,750","34,400","33,400","2.79M","1.48%"
"2015년 09월 24일","33,850","34,900","34,950","33,600","4.15M","-2.45%"
"2015년 09월 23일","34,700","34,500","35,250","34,350","1.64M","-0.57%"
"2015년 09월 22일","34,900","34,900","35,150","34,700","1.99M","0.29%"
"2015년 09월 21일","34,800","35,200","35,250","34,700","2.53M","-2.66%"
"2015년 09월 20일","35,750","35,750","35,750","35,750","1.05K","0.00%"
"2015년 09월 18일","35,750","36,400","36,450","35,450","3.09M","-1.11%"
"2015년 09월 17일","36,150","35,750","36,450","35,350","4.71M","2.99%"
"2015년 09월 16일","35,100","33,800","35,350","33,800","3.86M","4.46%"
"2015년 09월 15일","33,600","34,500","34,600","33,350","3.84M","-2.89%"
"2015년 09월 14일","34,600","35,300","35,450","34,350","2.13M","-1.14%"
"2015년 09월 13일","35,000","35,000","35,000","35,000","0.34K","0.00%"
"2015년 09월 11일","35,000","35,450","35,750","35,000","3.23M","-2.64%"
"2015년 09월 10일","35,950","35,400","35,950","35,400","3.04M","-0.14%"
"2015년 09월 09일","36,000","35,800","36,500","35,650","3.02M","3.60%"
"2015년 09월 08일","34,750","35,000","35,100","34,600","1.48M","0.00%"
"2015년 09월 07일","34,750","34,800","35,100","34,300","1.62M","-0.29%"
"2015년 09월 06일","34,850","34,850","34,850","34,850","0.63K","0.00%"
"2015년 09월 04일","34,850","35,500","35,950","34,650","2.43M","-1.55%"
"2015년 09월 03일","35,400","34,850","35,700","34,700","4.21M","3.06%"
"2015년 09월 02일","34,350","33,500","34,600","33,350","4.14M","-0.15%"
"2015년 09월 01일","34,400","35,150","35,450","34,200","6.42M","-3.91%"
"2015년 08월 31일","35,800","36,850","36,850","35,650","4.40M","-2.98%"
"2015년 08월 30일","36,900","36,900","36,900","36,900","4.21K","0.00%"
"2015년 08월 28일","36,900","36,550","37,700","36,300","7.32M","3.94%"
"2015년 08월 27일","35,500","34,200","35,500","34,150","6.96M","6.13%"
"2015년 08월 26일","33,450","33,500","34,200","32,850","6.50M","-0.15%"
"2015년 08월 25일","33,500","31,300","33,950","31,300","11.52M","7.89%"
"2015년 08월 24일","31,050","31,600","32,350","30,300","8.43M","-2.97%"
"2015년 08월 23일","32,000","32,000","32,000","32,000","4.27K","0.00%"
"2015년 08월 21일","32,000","31,400","32,250","31,400","6.07M","-3.18%"
"2015년 08월 20일","33,050","33,050","33,550","32,850","4.55M","0.15%"
"2015년 08월 19일","33,000","34,500","34,800","32,650","8.77M","-5.85%"
"2015년 08월 18일","35,050","35,800","36,400","34,700","4.70M","-1.68%"
"2015년 08월 17일","35,650","37,300","37,400","35,650","3.80M","-3.39%"
"2015년 08월 16일","36,900","36,900","36,900","36,900","2.11K","0.00%"
"2015년 08월 13일","36,900","35,900","36,900","35,850","2.74M","3.07%"
"2015년 08월 12일","35,800","35,600","36,400","35,400","2.77M","-0.83%"
"2015년 08월 11일","36,100","36,300","37,200","36,100","2.88M","-0.55%"
"2015년 08월 10일","36,300","36,200","36,400","35,750","1.32M","0.28%"
"2015년 08월 09일","36,200","36,200","36,200","36,200","2.15K","0.00%"
"2015년 08월 07일","36,200","35,650","36,450","35,050","3.36M","0.28%"
"2015년 08월 06일","36,100","37,750","37,750","36,050","3.80M","-3.22%"
"2015년 08월 05일","37,300","37,850","38,300","37,000","3.32M","0.13%"
"2015년 08월 04일","37,250","35,450","37,950","35,450","4.04M","3.62%"
"2015년 08월 03일","35,950","36,500","37,100","35,500","5.47M","-3.10%"
"2015년 08월 02일","37,100","37,100","37,100","37,100","1.32K","0.00%"
"2015년 07월 31일","37,100","34,800","37,100","34,750","7.04M","7.54%"
"2015년 07월 30일","34,500","36,550","36,800","34,050","9.31M","-6.76%"
"2015년 07월 29일","37,000","37,450","37,600","36,800","3.03M","-0.27%"
"2015년 07월 28일","37,100","36,500","37,650","36,500","3.63M","-0.40%"
"2015년 07월 27일","37,250","38,500","38,850","36,850","4.10M","-3.37%"
"2015년 07월 26일","38,550","38,550","38,550","38,550","2.94K","0.00%"
"2015년 07월 24일","38,550","39,250","39,450","38,500","3.22M","-1.15%"
"2015년 07월 23일","39,000","40,000","40,300","38,600","8.20M","2.09%"
"2015년 07월 22일","38,200","39,000","39,000","37,750","3.92M","-2.18%"
"2015년 07월 21일","39,050","38,950","39,350","38,500","2.53M","1.03%"
"2015년 07월 20일","38,650","40,150","40,350","38,650","2.52M","-3.25%"
"2015년 07월 19일","39,950","39,950","39,950","39,950","0.00K","0.00%"
"2015년 07월 17일","39,950","39,500","40,500","38,700","3.32M","1.27%"
"2015년 07월 16일","39,450","39,000","39,500","38,650","2.37M","0.38%"
"2015년 07월 15일","39,300","38,400","39,400","38,350","8.06M","3.83%"
"2015년 07월 14일","37,850","40,600","40,650","37,800","15.11M","-6.66%"
"2015년 07월 13일","40,550","41,450","41,850","40,500","3.69M","-0.73%"
